Bug ID,Bigrams
561642.0,"['nothing special', 'log created', 'lang nullpointerexception', 'vendor oracle', 'epp package']"
561988.0,"['jobs message', 'log entry', 'lucene store', 'another file', 'entry org']"
562010.0,"['installed features', 'eclipse platform', 'ide installed', 'open preferences', 'configuration details']"
562309.0,"['shows entry', 'core runtime', 'internal ui', 'ui internal', 'jdk internal']"
562566.0,"['dialog frequently', 'eclipse ui', 'swt swt', 'ui viewers', 'equinox launcher']"
564679.0,"['us framework', 'eclipse ui', 'org eclipse', 'eclipse equinox', 'arch product']"
565222.0,"['project configurator', 'epp package', 'jobs worker', 'package jee', 'maven update']"
566938.0,"['running pool', 'concurrent rejected', 'daemon threads', 'util concurrent', 'concurrent executors']"
567191.0,"['bootloader constants', 'compressed references', 'core hierarchy', 'open type', 'type hierarchy']"
567434.0,"['selecting help', 'internal jobs', 'internal ui', 'equinox internal', 'help installation']"
567571.0,"['ws gtk', 'gtk arch', 'gtk nl', 'clean command', 'nl en']"
568848.0,"['plugins may', 'system one', 'tools feature', 'modelling tools', 'dialog deleting']"
569934.0,"['eclipse inserts', 'eclipse enterprise', 'eclipse versions', 'previous eclipse', 'instead get']"
570510.0,"['error similar', 'tweaked java', 'javac commands', 'java se', 'preferences tweaked']"
571637.0,"['core op', 'transport transport', 'eclipse core', 'egit core', 'org eclipse']"
573230.0,"['section without', 'specified dependency', 'pom dependencies', 'pom xml', 'workbench jar']"
577046.0,"['wizard wizard', 'handlers wizard', 'jface wizard', 'plug ins', 'internal actions']"
509800.0,"['process currently', 'recommend moving', 'honor goes', 'x releases', 'maintains two']"
509832.0,"['java lang', 'parsing main', 'dom parser', 'message error', 'dom ast']"
509835.0,"['jface operation', 'ui org', 'automated error', 'reporting message', 'following problem']"
509999.0,"['databinding observable', 'context iteration', 'realm run', 'observable realm', 'trace java']"
510222.0,"['org eclipse', 'still works', 'building org', 'still cached', 'gerrit build']"
510515.0,"['window still', 'still looks', 'ui internal', 'internal jobs', 'egit ui']"
510591.0,"['compare compare', 'java lang', 'php compare', 'eclipse compare', 'click changed']"
510777.0,"['disposed color', 'ide application', 'attachment screenshot', 'new colors', 'created attachment']"
511027.0,"['test core', 'report failure', 'core runtime', 'eclipse test', 'equinox app']"
511148.0,"['error running', 'running resulting', 'java start', 'java net', 'main java']"
511202.0,"['resources resources', 'core resources', 'module run', 'internal resources', 'resources workspace']"
511232.0,"['projection projection', 'source projection', 'exception org', 'text source', 'following problem']"
511314.0,"['error details', 'details date', 'info product', 'swt widgets', 'widgets synchronize']"
511343.0,"['created attachment', 'frequently crashing', 'attachment eclipse', 'crashing due', 'eclipse ui']"
511345.0,"['crashing due', 'widgets widget', 'frequently crashing', 'created attachment', 'widgets display']"
511350.0,"['problem error', 'trace java', 'error details', 'command line', 'stack trace']"
511636.0,"['java util', 'di method', 'command execute', 'internal di', 'control keydown']"
511637.0,"['log log', 'org ui', 'views log', 'internal ide', 'ui internal']"
511697.0,"['stack trace', 'java lang', 'core di', 'equinox launcher', 'core runtime']"
511858.0,"['project add', 'nodes entry', 'entry org', 'util run', 'add another']"
512029.0,"['configuration entry', 'end configuration', 'parent sun', 'debug project', 'true debug']"
512123.0,"['lang reflect', 'sun reflect', 'reflect method', 'lang class', 'inbox created']"
512274.0,"['java model', 'deadlock using', 'showing deadlock', 'created attachment', 'main prio']"
512414.0,"['created behalf', 'internal jobs', 'automated error', 'jdt ui', 'eclipse ui']"
512766.0,"['jobs worker', 'possible cause', 'core index', 'internal jobs', 'semantics eval']"
512788.0,"['java lang', 'reporting message', 'parsing home', 'home rdt', 'error reporting']"
513141.0,"['maven leverages', 'error log', 'hover tool', 'extend modify', 'exposes javax']"
513156.0,"['pick merge', 'r hitting', 'lang nullpointerexception', 'conflicting merged', 'worker run']"
513238.0,"['lookup scope', 'stream stream', 'stream class', 'null edit', 'scope get']"
513288.0,"['de framework', 'de de', 'nl de', 'preference preference', 'jface viewers']"
513371.0,"['java index', 'arch ws', 'vendor oracle', 'ws nl', 'os arch']"
513440.0,"['ast expression', 'expression evaluate', 'expression copy', 'expression resolve', 'exception java']"
513454.0,"['state java', 'inconsistent state', 'org eclipse', 'different version', 'util lambda']"
513567.0,"['foo test', 'java project', 'project using', 'class foo', 'javac works']"
513730.0,"['clean org', 'product clean', 'arguments os', 'constants os', 'thread run']"
513760.0,"['eclipse cdt', 'language settings', 'cdt internal', 'resources workspace', 'log view']"
513951.0,"['eclipse jarsigner', 'lifecycle internal', 'internal lifecycle', 'org eclipse', 'jarsigner sign']"
